order_id,qty,datetime,store_id,product_id,txn_id
628e4bd5f032395bc2000146,9,4/7/2022,4,3f1f1827-7308-4670-bdab-2ae055b78494,628e4bbcf0323957db000117
628e4bd5f032395bc2000147,7,2/7/2022,1,d583fe6c-92ba-4552-8504-2e81feea9b8b,628e4bbcf0323958d000011b
628e4bd5f032395bc2000148,1,2/24/2022,1,3b47f090-c42d-4a6c-8f09-26f692f51fcf,628e4bbcf0323958ff000118
628e4bd5f032395bc2000149,9,2/1/2022,4,fb63ddcb-bfe5-4e1e-9c60-23dfa2487f54,628e4bbcf03239592e00011a
628e4bd5f032395bc200014a,8,2/6/2022,3,bbdf8e34-9c3d-482a-acbf-384cffc3cb57,628e4bbcf032395780000114
628e4bd5f032395bc200014b,7,4/9/2022,1,9c0793b8-c99c-442f-b54d-7df260b1374d,628e4bbcf0323957db00010b
628e4bd5f032395bc200014c,3,4/23/2022,3,580809fb-4817-48a0-b2ce-231bb153cdf8,628e4bbcf0323958ff00010b
628e4bd5f032395bc200014d,1,4/26/2022,1,18c71a8c-0b2c-4f12-bc4a-e5f45a429cbc,628e4bbcf032395b26000114
628e4bd5f032395bc200014e,6,3/5/2022,4,dab5b1fb-809a-45ae-b355-9f93f412581d,628e4bbcf032395d8200011a
628e4bd5f032395bc200014f,4,1/14/2022,2,6b48ea80-cac4-4fd7-939a-10eb50907dfa,628e4bbcf032395c6300011a
628e4bd5f03239578000011e,5,2/8/2022,2,829c32cc-02a5-46f6-9b7c-eb3c3ea3e98a,628e4bbcf032395ac0000119
628e4bd5f03239578000011f,8,5/4/2022,3,ae6b5b7d-fa21-4957-b86e-21a0acd6613c,628e4bbcf032395c0c000113
628e4bd5f032395780000120,7,3/7/2022,1,b5dd2778-8fe1-43e9-ab9d-59d043d5c221,628e4bbcf032395bc200010d
628e4bd5f032395780000121,1,1/30/2022,1,aa4fac0f-3e09-4a82-8332-b00f4211250d,628e4bbcf032395ac0000114
628e4bd5f032395780000122,7,2/19/2022,1,5cd7c90b-2235-4ad4-b0a5-9d7ef4161a55,628e4bbcf032395910000113
628e4bd5f032395780000123,7,5/19/2022,1,ccc3724e-f9a4-413d-89e1-bea75eaf949d,628e4bbcf032395e23000171
628e4bd5f032395780000124,2,5/6/2022,1,048c7988-28c6-42d7-a343-e189bb991ba0,628e4bbcf032395780000110
628e4bd5f032395780000125,5,3/23/2022,3,90c6e480-f55b-4c3c-84a9-c8959b9f4439,628e4bbcf032395b13000111
628e4bd5f032395780000126,9,1/10/2022,4,e1b8de25-6770-4ab6-a5f2-f2ed849a0217,628e4bbcf032395bc2000108
628e4bd5f032395780000127,9,2/12/2022,3,d53c4f5e-82e2-423f-916e-e0e5d7604b37,628e4bbcf032395e5f00010a
628e4bd5f032395780000128,7,3/8/2022,4,ada48892-a79d-427c-bc29-6cca1c564f9f,628e4bbcf032395e5f000109
628e4bd5f032395780000129,6,5/4/2022,3,d29c1fba-f657-4ab5-b342-5e45219a1811,628e4bbcf0323958ff000105
628e4bd5f03239578000012a,6,2/22/2022,4,d71c26dc-62cd-4412-9e11-6289cbb19fa6,628e4bbcf0323958ff000117
628e4bd5f03239578000012b,4,4/23/2022,2,49c17879-f929-410f-9413-56f61f31e0ea,628e4bbcf032395ac0000100
628e4bd5f03239578000012c,1,3/19/2022,3,db93f269-a75f-433b-82d5-59b9f508c19f,628e4bbcf032395e23000168
628e4bd5f03239578000012d,4,3/4/2022,4,ba89934b-57e9-4b52-9d76-8329ba099193,628e4bbcf032395b32000117
628e4bd5f03239578000012e,2,1/21/2022,2,a6693ab3-e4c1-4335-999b-a02349c8b8c9,628e4bbcf032395b18000108
628e4bd5f03239578000012f,4,2/3/2022,3,6298d4d1-3cd1-4ce9-9d37-5aefbcf3f889,628e4bbcf032395780000106
628e4bd5f032395780000130,4,3/17/2022,3,dc13e563-a2be-4db2-9ca5-04efaae6f45b,628e4bbcf03239587b000107
628e4bd5f032395780000131,9,3/18/2022,2,40fcb9fe-b801-4272-9c7e-f795ba3d2208,628e4bbcf03239587b000116
628e4bd5f032395780000132,6,1/13/2022,4,324cc2ec-ed4a-4bef-af95-f3b48b14bdca,628e4bbcf032395dce000114
628e4bd5f032395780000133,10,2/13/2022,1,de556e31-36d6-4564-abff-37deeddcd10c,628e4bbcf032395b32000100
628e4bd5f032395780000134,7,2/27/2022,3,c690e3e8-2289-4ff9-97fc-7b0352d9f7fe,628e4bbcf032395910000108
628e4bd5f032395780000135,1,1/16/2022,4,3ee128a7-b565-4b25-8289-51de9108a165,628e4bbcf032395b1800010d
628e4bd5f032395780000136,4,1/15/2022,1,84f84700-e8a3-4ebe-93b1-e76dc19092ce,628e4bbcf032395b26000110
628e4bd5f032395780000137,5,4/30/2022,1,080f6b7c-bbce-43ca-8e39-21787068f63e,628e4bbcf032395b6700011d
628e4bd5f032395780000138,10,3/2/2022,1,14eeec55-9d11-4c87-866c-1c23fcde064d,628e4bbcf032395b2600010d
628e4bd5f032395780000139,10,5/10/2022,1,97d6cffa-f82e-48a1-ae5a-62852e7f6dd4,628e4bbcf032395780000108
628e4bd5f03239578000013a,5,5/22/2022,2,0598a18c-7ed2-4985-849b-2e896366cf33,628e4bbcf032395c63000105
628e4bd5f03239578000013b,8,3/11/2022,2,2b99398a-42d8-4304-bbd3-522f7cfaff9d,628e4bbcf032395e5f000107
628e4bd5f03239578000013c,10,4/13/2022,2,fcf0f9b1-902d-4d08-be28-8a2256f05ebb,628e4bbcf032395ac0000103
628e4bd5f03239578000013d,8,4/20/2022,4,d0f6bb8a-09b2-4bdb-a860-eef0a3d8c537,628e4bbcf032395c63000115
628e4bd5f03239578000013e,10,4/2/2022,2,bd67d44a-30db-4da6-b29d-6b2f04b03a60,628e4bbcf032395780000103
628e4bd5f03239578000013f,1,5/15/2022,3,9e212ac4-5907-4931-8946-eda991b5ef34,628e4bbcf032395d8200010b
628e4bd5f032395780000140,1,3/17/2022,1,d7b9c527-1c40-45b4-873b-89d28d5e06d5,628e4bbcf032395bc2000115
628e4bd5f032395780000141,4,2/11/2022,3,a45b005b-dd59-4599-aa46-ee3e025c6489,628e4bbcf0323958ff000110
628e4bd5f032395780000142,7,2/13/2022,2,5089cc8c-c793-491e-b3ff-e6f19d63a63b,628e4bbcf0323958ff000109
628e4bd5f032395780000143,3,5/2/2022,3,dffadee8-8c94-4c56-98fd-cc96efd91b49,628e4bbcf032395c0c000115
628e4bd5f032395780000144,9,2/1/2022,3,7e8e60dc-a818-4cff-a715-1be54e3acc3b,628e4bbcf032395c6300011b
628e4bd5f032395780000145,9,1/7/2022,3,42a2c1dd-7b25-465c-bc42-d9c6317110f3,628e4bbcf032395ac0000104
628e4bd5f032395780000146,1,3/11/2022,3,822bf8d8-bf4a-4c36-a23a-bb8ab4655882,628e4bbcf032395ac0000112
628e4bd5f032395780000147,6,3/11/2022,1,e77df984-5291-4f60-991b-9d17a5e8ad44,628e4bbcf0323958ff00011a
628e4bd5f032395780000148,8,3/27/2022,2,1a2b3e2c-9f7e-4304-8aaa-0532c76171a8,628e4bbcf032395e2300015e
628e4bd5f032395780000149,5,2/6/2022,2,2c36955b-f2a8-4c79-8ccf-01a3815dde22,628e4bbcf032395ac000010c
628e4bd5f03239578000014a,10,3/29/2022,4,2b6c78e7-7165-4ef4-8415-a28dec2fceaa,628e4bbcf03239592e000109
628e4bd5f03239578000014b,4,2/7/2022,2,53a60445-7ec3-4505-ad93-af4c32a1b294,628e4bbcf032395910000114
628e4bd5f03239578000014c,8,3/12/2022,1,9aeef8ea-0f4d-4792-aa9c-94ac9d1e0317,628e4bbcf032395b13000107
628e4bd5f03239578000014d,10,4/30/2022,4,92ef781c-3072-4654-a99c-31d0f112571c,628e4bbcf032395dce000107
628e4bd5f03239578000014e,1,4/21/2022,4,d6fed95d-3048-4ce6-8935-10bd226fae14,628e4bbcf032395b26000103
628e4bd5f03239578000014f,7,3/4/2022,2,aa0e6428-706d-4ad3-bbfe-d44ecbeed6b6,628e4bbcf032395d82000112
628e4bd5f0323958d000011e,7,1/29/2022,4,938f577d-e412-4a5b-923f-32da419a8ec6,628e4bbcf032395b1800011d
628e4bd5f0323958d000011f,4,4/21/2022,4,b8ff420a-7ef0-44b5-888f-f744ffbba350,628e4bbcf032395dce000106
628e4bd5f0323958d0000120,5,3/17/2022,1,60aab557-9edf-4d35-946f-492383a1d390,628e4bbcf032395d82000112
628e4bd5f0323958d0000121,8,2/26/2022,4,9a0cd0fb-8583-4c8e-9e3a-37171a3033a3,628e4bbcf032395910000116
628e4bd6f0323958d0000122,4,1/15/2022,2,ffe4a4b0-2292-4c5d-bc22-20c56aaa9fac,628e4bbcf032395dce000112
628e4bd6f0323958d0000123,7,2/18/2022,3,ca53f153-39f3-4027-8efa-e4e16f082934,628e4bbcf032395c6300010c
628e4bd6f0323958d0000124,4,3/25/2022,4,b7ad0c60-e9aa-4273-b7b4-90cfd46328f0,628e4bbcf032395e2300016f
628e4bd6f0323958d0000125,6,3/12/2022,1,5ef7b0a3-5750-4880-b2f2-694b7ae5ef71,628e4bbcf0323958d000010e
628e4bd6f0323958d0000126,3,3/16/2022,1,24abd3a5-3359-4603-b93d-a7b7cee4508f,628e4bbcf032395780000102
628e4bd6f0323958d0000127,8,1/20/2022,4,d3578b08-9651-4273-8de7-481ce06a590b,628e4bbcf032395e5f000114
628e4bd6f0323958d0000128,10,2/14/2022,1,8e5f1fd8-0dd3-42c7-a339-7a7fd0e8052a,628e4bbcf0323957db000109
628e4bd6f0323958d0000129,9,3/11/2022,3,41411bbe-ad9a-44e6-bdf5-7d2bef31317b,628e4bbcf032395e5f00011a
628e4bd6f0323958d000012a,10,5/16/2022,3,8b2e5ed6-b0f9-461c-b63f-b73e1cc45fd7,628e4bbcf032395d82000107
628e4bd6f0323958d000012b,1,5/10/2022,3,acbcdd3a-62d5-4391-81c8-65179bf73c35,628e4bbcf032395b3200010e
628e4bd6f0323958d000012c,2,3/22/2022,4,817ff779-6e89-43ae-bf78-d62073fd505b,628e4bbcf032395bc2000106
628e4bd6f0323958d000012d,2,2/5/2022,4,e77df984-5291-4f60-991b-9d17a5e8ad44,628e4bbcf032395b67000105
628e4bd6f0323958d000012e,2,5/20/2022,2,1e55fbe1-c024-4d09-9a38-71cf72cb71a8,628e4bbcf032395b32000111
628e4bd6f0323958d000012f,8,5/21/2022,2,eee437f0-5e1d-4fc0-be24-15b2701f7a0a,628e4bbcf032395b3200010b
628e4bd6f0323958d0000130,7,1/15/2022,1,7c4a035a-43e0-4f4c-bcce-1ec1f09a1d20,628e4bbcf032395b32000115
628e4bd6f0323958d0000131,8,4/29/2022,4,abbe4464-0c8f-4027-9d34-23090dadc249,628e4bbcf032395ac000010c
628e4bd6f0323958d0000132,9,2/10/2022,1,bf47e3a0-bd85-4a88-a7a6-6b8084b8895d,628e4bbcf032395780000113
628e4bd6f0323958d0000133,2,2/9/2022,1,5a493a15-fdcc-4084-b666-826bac49f1e6,628e4bbcf032395b3200010a
628e4bd6f0323958d0000134,5,5/23/2022,3,31282576-aeae-4186-9d4e-b0f8925b9546,628e4bbcf032395ac000011c
628e4bd6f0323958d0000135,1,2/1/2022,2,f25d46a8-26dc-4f5f-8ec9-0bbb28b53d34,628e4bbcf032395b1800010c
628e4bd6f0323958d0000136,5,1/13/2022,1,bc472205-2dbc-4bcc-954d-103bf9201629,628e4bbcf032395b3200011b
628e4bd6f0323958d0000137,3,5/16/2022,2,ea0b8b66-e0fe-4141-b077-40225316be83,628e4bbcf032395e5f000117
628e4bd6f0323958d0000138,1,1/4/2022,1,193d4283-8150-4e95-97fe-a48a9f028807,628e4bbcf032395b2600010a
628e4bd6f0323958d0000139,4,1/24/2022,3,9e2bfb01-3e8f-4d91-865f-83a218a03660,628e4bbcf032395c0c00010e
628e4bd6f0323958d000013a,3,4/28/2022,2,e0477a87-2e3b-42e5-91dd-cbd44bf5914e,628e4bbcf032395b1800011a
628e4bd6f0323958d000013b,1,2/12/2022,4,5369eb38-8aa6-4809-b99d-87d656bf172c,628e4bbcf032395bc2000116
628e4bd6f0323958d000013c,6,2/10/2022,3,10ae440c-ac49-4cd3-8122-42a087c2f04b,628e4bbcf032395dce00011a
628e4bd6f0323958d000013d,7,4/6/2022,1,cc336e18-637a-4297-96cb-327fa4b6d7b8,628e4bbcf032395b67000117
628e4bd6f0323958d000013e,8,3/7/2022,3,4222bcb4-f1a1-465a-add1-2fa473940ae7,628e4bbcf032395b1300010d
628e4bd6f0323958d000013f,3,5/2/2022,1,de6f3869-6a1f-43d1-8d2f-53eaf95c1a9a,628e4bbcf03239578000011c
628e4bd6f0323958d0000140,9,2/15/2022,3,82005e24-758f-495a-abfc-af536563b1ff,628e4bbcf03239591000011d
628e4bd6f0323958d0000141,8,2/18/2022,1,a5dcdf12-9568-4fd7-af20-84e6ad84113f,628e4bbcf032395b32000106
628e4bd6f0323958d0000142,4,2/4/2022,1,d5026638-7ef7-4149-a3e3-d2b3ec860c7c,628e4bbcf032395e2300016a
628e4bd6f0323958d0000143,7,3/24/2022,2,766c824e-6d98-4167-9853-adaa45e3b967,628e4bbcf032395ac0000107
628e4bd6f0323958d0000144,3,1/10/2022,4,4fa36ffd-517f-45f9-a2bb-9d5dba34dca3,628e4bbcf032395c63000103
628e4bd6f0323958d0000145,9,5/23/2022,1,db057a24-c5ca-4733-968b-d1823b2f44f5,628e4bbcf032395e23000172
628e4bd6f0323958d0000146,9,1/15/2022,4,cfa7a6de-c95c-40e9-924d-f46f9b2a8846,628e4bbcf032395e2300015f
628e4bd6f0323958d0000147,10,3/23/2022,2,55257471-fa6e-4812-a71d-62b0414a8ee4,628e4bbcf032395b18000102
628e4bd6f0323958d0000148,6,2/5/2022,1,90c3e1be-cd2b-40d0-9663-3630f867b08a,628e4bbcf032395c63000110
628e4bd6f0323958d0000149,9,4/25/2022,3,8a1102cb-bcb1-4187-98e0-fef99b50880a,628e4bbcf032395b26000104
628e4bd6f0323958d000014a,6,1/31/2022,3,2c6535b6-99cd-47be-8644-b2ba7527553c,628e4bbcf03239592e00011d
628e4bd6f0323958d000014b,9,2/27/2022,2,3b47f090-c42d-4a6c-8f09-26f692f51fcf,628e4bbcf032395bc2000101
628e4bd6f0323958d000014c,3,2/27/2022,1,1bb2b0f0-5f88-4b8d-a9b3-a3f20a8929c2,628e4bbcf032395b18000100
628e4bd6f0323958d000014d,7,5/15/2022,3,468acd34-579e-42a6-b3ff-20c4ba38e623,628e4bbcf032395bc2000107
628e4bd6f0323958d000014e,3,5/22/2022,1,8c967973-b514-42ac-bd4a-0fd5db520585,628e4bbcf032395ac000010b
628e4bd6f0323958d000014f,1,3/9/2022,1,3e70cbcf-5fab-41f7-9679-138d0f5f58f4,628e4bbcf032395910000113
628e4bd5f032395b1300011e,2,3/27/2022,3,1f7771c5-2469-418c-92d2-eea39a79f5c0,628e4bbcf032395b18000102
628e4bd5f032395b1300011f,6,4/22/2022,2,083a7822-3d43-4d79-ab87-a90d7e3342e6,628e4bbcf032395bc2000105
628e4bd5f032395b13000120,4,1/7/2022,3,18e5e6f8-75ff-4497-93b9-ed4da13ddff4,628e4bbcf03239587b00011d
628e4bd5f032395b13000121,3,3/4/2022,1,25a3a6da-ccc4-4d10-b47e-f3771a023387,628e4bbcf032395ac0000117
628e4bd5f032395b13000122,6,2/23/2022,4,aa0e6428-706d-4ad3-bbfe-d44ecbeed6b6,628e4bbcf032395d82000111
628e4bd5f032395b13000123,3,1/26/2022,3,db057a24-c5ca-4733-968b-d1823b2f44f5,628e4bbcf032395e23000162
628e4bd5f032395b13000124,8,2/12/2022,1,0869431b-b7df-4ffd-9dfe-8a96f6b2459e,628e4bbcf03239587b000100
628e4bd5f032395b13000125,8,1/11/2022,1,56531258-aecc-48f3-8729-9588fcbbd1ac,628e4bbcf032395b13000107
628e4bd5f032395b13000126,1,5/12/2022,3,42b89265-6428-4c33-859c-dd78de8bfbc6,628e4bbcf032395dce000105
628e4bd5f032395b13000127,9,3/25/2022,2,fa26a50f-740c-4da6-8db3-50c020b451e1,628e4bbcf032395b2600010c
628e4bd5f032395b13000128,1,4/15/2022,4,c9c17c79-cc59-4b52-914c-c371c41a10fe,628e4bbcf032395b1800010f
628e4bd5f032395b13000129,3,3/18/2022,4,8cf88383-0c8e-4e45-8d94-dea9bb4d3848,628e4bbcf032395780000113
628e4bd5f032395b1300012a,4,4/8/2022,3,14b3c013-3407-440a-948a-1f5b3ea3f533,628e4bbcf032395dce00011c
628e4bd5f032395b1300012b,8,2/27/2022,3,208d217c-3cdd-484a-b010-988a1352637d,628e4bbcf032395e23000161
628e4bd5f032395b1300012c,4,1/13/2022,3,3f2529c2-e036-4035-952f-65631cd1d351,628e4bbcf032395ac000011c
628e4bd5f032395b1300012d,5,2/27/2022,4,6265f317-7770-44ee-81d2-3ded4d614a0c,628e4bbcf032395b18000115
628e4bd5f032395b1300012e,9,5/20/2022,4,ffe4a4b0-2292-4c5d-bc22-20c56aaa9fac,628e4bbcf032395b2600010d
628e4bd5f032395b1300012f,10,1/15/2022,1,188d2368-b81d-4330-8281-12713e455cba,628e4bbcf03239587b000103
628e4bd5f032395b13000130,4,4/21/2022,1,5cd7c90b-2235-4ad4-b0a5-9d7ef4161a55,628e4bbcf0323958ff00011d
628e4bd5f032395b13000131,8,4/16/2022,3,bba70910-4899-42a7-8092-856b5bd5f00c,628e4bbcf032395780000107
628e4bd5f032395b13000132,7,1/14/2022,2,0b6bd7e3-e248-4047-b440-f8ae00695c6c,628e4bbcf032395b32000116
628e4bd5f032395b13000133,9,3/12/2022,4,98e2348f-59c8-44a3-ae48-93eb34d3a7f8,628e4bbcf032395d8200010b
628e4bd5f032395b13000134,4,5/14/2022,4,365ec5e4-e0d7-4f7b-b6e8-813a5fe4d8aa,628e4bbcf032395c63000102
628e4bd5f032395b13000135,7,5/11/2022,4,59a36716-7d30-4179-b542-f1abce85c1c9,628e4bbcf032395dce000111
628e4bd5f032395b13000136,3,5/12/2022,4,4615e771-25aa-4c15-aab1-fb2852636957,628e4bbcf0323958ff000105
628e4bd5f032395b13000137,1,3/16/2022,2,ccc3724e-f9a4-413d-89e1-bea75eaf949d,628e4bbcf032395bc200010b
628e4bd5f032395b13000138,8,2/28/2022,4,70441ecf-132f-4433-acbc-08b6564c566b,628e4bbcf032395b26000109
628e4bd5f032395b13000139,4,4/7/2022,3,78f0c871-226c-4283-a9a7-3f265a453840,628e4bbcf0323958ff000119
628e4bd5f032395b1300013a,5,5/15/2022,3,cf3705e6-ab30-43e3-89d4-ffedeb559af0,628e4bbcf032395e5f000110
628e4bd5f032395b1300013b,9,4/25/2022,2,cecc3fca-98cb-4465-b48f-c62ecc53fbe7,628e4bbcf032395e5f000100
628e4bd5f032395b1300013c,10,2/18/2022,2,cf73fd22-236e-41e1-9382-0af62aa6cdb6,628e4bbcf032395b6700010a
628e4bd5f032395b1300013d,3,5/10/2022,3,55fad590-5602-4c54-a83e-a4094d7516be,628e4bbcf032395b13000104
628e4bd5f032395b1300013e,5,4/14/2022,2,1ab241b3-a636-4e2b-bcc3-fb39c7355ae6,628e4bbcf032395c0c000114
628e4bd5f032395b1300013f,3,3/7/2022,3,ccff4c46-521b-4f27-8465-69bb94898560,628e4bbcf032395b6700010d
628e4bd5f032395b13000140,8,1/17/2022,2,0398221d-cfa7-4099-b693-b6b2d63a0419,628e4bbcf032395780000105
628e4bd5f032395b13000141,5,4/28/2022,2,cfbb29b1-65ea-4e21-a0d1-1a405c0648b8,628e4bbcf032395e23000167
628e4bd5f032395b13000142,3,4/12/2022,2,58f6511b-40ff-477f-9f63-33419f68f4df,628e4bbcf03239587b00011a
628e4bd5f032395b13000143,8,5/11/2022,2,04c512f7-9b1a-426c-afd5-1cf0f42dba7b,628e4bbcf032395b32000111
628e4bd5f032395b13000144,7,5/23/2022,4,28810121-325b-4f99-9a9c-a7002474c565,628e4bbcf032395dce000118
628e4bd5f032395b13000145,3,4/26/2022,1,40fcb9fe-b801-4272-9c7e-f795ba3d2208,628e4bbcf032395c63000107
628e4bd5f032395b13000146,7,2/2/2022,4,797c94db-d0c1-43f0-abdc-25057b633215,628e4bbcf032395b13000118
628e4bd5f032395b13000147,4,5/19/2022,1,98f72a24-6ed1-42f6-a2b4-5d7dd37af04d,628e4bbcf032395b26000103
628e4bd5f032395b13000148,2,4/12/2022,2,bbdf8e34-9c3d-482a-acbf-384cffc3cb57,628e4bbcf0323957db000119
628e4bd5f032395b13000149,2,3/26/2022,4,0320fdbe-8ae0-4f46-9dda-54e07657aa46,628e4bbcf03239591000010f
628e4bd5f032395b1300014a,4,5/22/2022,1,557e9d63-dd92-4904-bbac-89cc8497eb4b,628e4bbcf032395dce000101
628e4bd5f032395b1300014b,2,1/9/2022,4,20af2aad-3914-480e-8e01-63a8baed2f64,628e4bbcf032395ac000010f
628e4bd5f032395b1300014c,4,3/26/2022,1,dffadee8-8c94-4c56-98fd-cc96efd91b49,628e4bbcf032395e5f00011a
628e4bd5f032395b1300014d,4,5/22/2022,2,29cbc06e-9d30-427c-b3e2-bf7f5ccbef36,628e4bbcf032395c0c000111
628e4bd5f032395b1300014e,8,3/18/2022,4,222e89d7-a7d1-4fdc-82c8-bcd84595552b,628e4bbcf032395e23000165
628e4bd6f032395b1300014f,3,4/30/2022,4,ecad6b50-581b-4e93-9f6f-ca80536fc0ab,628e4bbcf032395b3200010f
628e4bd6f032395b6700011e,8,2/11/2022,4,e64ffbfa-b40f-4799-a033-eaffb2131830,628e4bbcf0323958d000011d
628e4bd6f032395b6700011f,4,3/6/2022,3,fca05842-c230-4a6c-ba4a-9fb7c8042bd4,628e4bbcf032395b67000100
628e4bd6f032395b67000120,2,4/8/2022,3,42b89265-6428-4c33-859c-dd78de8bfbc6,628e4bbcf0323957db000105
628e4bd6f032395b67000121,5,3/27/2022,2,3d754f27-8d66-479b-a7bf-c477f8c77600,628e4bbcf0323958ff000112
628e4bd6f032395b67000122,5,3/28/2022,3,d583fe6c-92ba-4552-8504-2e81feea9b8b,628e4bbcf032395ac000010e
628e4bd6f032395b67000123,8,5/5/2022,4,b3c1a4c2-45be-454b-b0a8-9ceb32bd4747,628e4bbcf03239591000010f
628e4bd6f032395b67000124,5,3/7/2022,3,a4c91bfd-7d8a-4874-ba04-4826a4a72605,628e4bbcf032395b26000111
