product_id,product_name,price
e35944ea-2497-4432-a613-cf4191b2a5f7,Sugar - Monocystal / Rock,$73.58
4c7e24c0-4739-4b4a-9ed0-777f7a4c4e78,Pastry - Trippleberry Muffin - Mini,$64.25
4c17dd4d-d6d3-4ecf-8daf-dbbd4653c5fd,Bread - French Stick,$55.21
ed9745d3-9a56-4396-ac22-d4867a83168b,Wine - Soave Folonari,$19.67
d4bddaae-f9e4-43ac-a6b5-13ee1c383c1e,Coffee Cup 16oz Foam,$98.62
b3d22319-93f6-46b8-97ed-0bdac1060860,Beets - Pickled,$72.89
64087b69-6fce-4c6b-b880-fd369b670a1d,Beef - Top Butt Aaa,$21.39
d5a97611-380f-4c61-8006-b5c715e7b2ef,"Pork - Tenderloin, Frozen",$68.07
df9022d5-9eed-4a6b-b55f-c2bf70a1a647,Jolt Cola - Electric Blue,$34.28
39fd2929-d36e-4c62-96dd-ffd9dffcf3d6,Soup Campbells Beef With Veg,$54.83
9c0f487d-9e0a-46c2-b36b-9e661abc1de8,Langers - Mango Nectar,$55.21
bf693212-d75f-4e27-9510-ea8b652bf027,Brandy - Bar,$65.91
a61b5dd0-eebd-4f8d-ba1b-4a0aa92bd6eb,"Radish - Black, Winter, Organic",$26.92
8ac30b26-d950-480c-9d89-49432abd6e5b,"Wine - Mas Chicet Rose, Vintage",$71.20
cefce426-48f4-4b3d-bacb-d4c790a7f8d2,Cheese - Brie,$85.42
abbe4464-0c8f-4027-9d34-23090dadc249,Squash - Guords,$73.30
90c3e1be-cd2b-40d0-9663-3630f867b08a,Pork - Backfat,$27.99
dbd8a2d2-7bb9-4cac-ae18-c1f1f0f8da78,Sauce - Vodka Blush,$43.34
3d4fbed9-9b9c-413c-be4b-672a77861555,Pumpkin - Seed,$47.73
4834f03a-0c78-4dc2-8e54-ecee90809458,Tomatoes - Grape,$73.81
604ca3b5-d7f4-4e06-8517-aae2be83d27d,Juice - Mango,$98.73
bd08d480-0235-4954-8c45-7cd102d6a425,Tea - Black Currant,$51.84
18e5e6f8-75ff-4497-93b9-ed4da13ddff4,Wine - Sogrape Mateus Rose,$71.00
d53c4f5e-82e2-423f-916e-e0e5d7604b37,"Jam - Raspberry,jar",$26.74
41f19927-5eeb-4f01-a6ba-32b554620029,"Wine - Sherry Dry Sack, William",$24.42
29cbc06e-9d30-427c-b3e2-bf7f5ccbef36,Sterno - Chafing Dish Fuel,$18.62
55257471-fa6e-4812-a71d-62b0414a8ee4,"Turnip - White, Organic",$79.48
d003ba51-8539-415c-9d38-48054d5af2cf,Appetizer - Tarragon Chicken,$93.44
0973e201-bdfd-4dcf-bbdc-06323dbb55dd,"Bread - Bagels, Mini",$39.50
4c68e9aa-5d51-45ea-af77-0b00fb18d0e4,Clementine,$67.12
365ec5e4-e0d7-4f7b-b6e8-813a5fe4d8aa,"Stock - Veal, White",$94.51
66d634e2-0278-4b42-950b-af8c9e0ddc70,Flower - Potmums,$14.36
231ed421-477b-43b6-bfd9-0a5c4062be4d,Creme De Menthe Green,$12.95
3d53ee12-d1cd-4088-844e-1c998382629a,Truffle - Peelings,$53.90
822bf8d8-bf4a-4c36-a23a-bb8ab4655882,Tuna - Fresh,$67.29
ffe4a4b0-2292-4c5d-bc22-20c56aaa9fac,Chicken - Wieners,$76.93
864f1458-49ed-4c22-8c67-4bdfd29fe5f2,"Extract - Vanilla,artificial",$25.03
f897c360-5d40-4179-a488-21d1342c2d77,Shichimi Togarashi Peppeers,$69.28
fb63ddcb-bfe5-4e1e-9c60-23dfa2487f54,Veal - Provimi Inside,$54.76
4e1b5f15-228a-4828-a085-c59d3c6279c6,"Chicken - Leg, Fresh",$20.71
eee437f0-5e1d-4fc0-be24-15b2701f7a0a,Foam Tray S2,$14.48
e0bf3855-4793-4f6e-a9c5-a17d6bba2da3,"Juice - Apple, 500 Ml",$72.32
04c5a94e-a790-4613-9e18-584b2f7a8ebc,Broom And Brush Rack Black,$33.20
04e18160-eccb-4a6c-b5fb-e06c46ecd504,Transfer Sheets,$59.29
791fe4da-7565-493b-82fb-bd88cabedbe2,Mcgillicuddy Vanilla Schnap,$25.26
0fc68079-16d9-4075-9c89-e4bf88f520f6,"Wine - Magnotta - Red, Baco",$59.55
f04bb439-59bf-4136-bb17-3592dd2ac8f4,Beef - Top Butt,$18.24
2b507c4b-aab5-4be3-b658-b8ff72a0ee3c,Wine - Sauvignon Blanc Oyster,$59.58
8326ebc6-16df-42d8-bd0d-2088b9c6cd25,Pastry - Choclate Baked,$73.23
d008bf4f-8298-4cb2-b814-0158bba87b96,Bread - Pain Au Liat X12,$75.63
932f99c6-9e19-4c2c-bd2c-39cc840b680f,Containter - 3oz Microwave Rect.,$93.75
4bf9a3f6-cadf-48c2-a0b6-e0663d0e2438,"Roe - Lump Fish, Black",$91.52
188d2368-b81d-4330-8281-12713e455cba,Lettuce - Escarole,$22.76
5b565841-810e-4e12-a9f9-35920d64319a,Pork - Shoulder,$80.55
cb6cd29a-ebb7-41d7-b52d-a0cc3159270b,Wine - Mondavi Coastal Private,$75.49
ea0b8b66-e0fe-4141-b077-40225316be83,Table Cloth 144x90 White,$99.31
857029e9-2e40-4916-b4d4-1b5373cf8a4b,Wine - Stoneliegh Sauvignon,$64.70
1821b465-035c-473f-88cc-afba951702ac,Bay Leaf Fresh,$81.59
472b798f-313e-4468-b53d-af4dc5bce8e2,Wine - Port Late Bottled Vintage,$82.04
adc055f5-deff-4af0-9f87-c47a483d119d,Veal - Liver,$91.86
1a825f2c-f71f-4e0c-8b91-23cb6ba34894,"Juice - Pineapple, 341 Ml",$57.32
e6bce01c-a6a0-415b-9d18-1753cda66e47,Flounder - Fresh,$49.89
d40267fd-5447-4ec6-9796-de6c519d8245,Sausage - Blood Pudding,$68.87
a87fd952-3957-4359-96de-f10836089777,Lid - 3oz Med Rec,$97.85
f0ca03c5-d128-4985-93f0-0ebab4068449,Lettuce - Escarole,$63.30
468acd34-579e-42a6-b3ff-20c4ba38e623,"Tart Shells - Sweet, 4",$78.34
69821f57-3728-4709-a75c-3238a536035c,Sprouts - Pea,$39.98
ccff4c46-521b-4f27-8465-69bb94898560,Fib N9 - Prague Powder,$90.48
433a117e-8033-4fa6-8962-35011464e63e,Icecream - Dibs,$68.06
31c1740f-47e8-4829-bf87-5e5014a8c67e,Wine - Ice Wine,$18.03
f2f0294c-9ba6-441d-8b30-2d7ffc927697,Chicken - Livers,$55.54
d13e7fed-5c02-4659-b541-f854a2621b7d,Truffle Cups - Red,$39.25
54712c88-b608-4d11-8d11-916fd6b950bf,Eel Fresh,$57.73
a4c91bfd-7d8a-4874-ba04-4826a4a72605,"Chicken - Thigh, Bone In",$13.28
0404a576-2f50-43a6-b1d6-891ee81d979e,Yeast Dry - Fleischman,$74.90
a6312877-5d33-428a-a638-09cbc47be751,"Chocolate - Semi Sweet, Calets",$49.36
98e2348f-59c8-44a3-ae48-93eb34d3a7f8,Sauce - Demi Glace,$16.62
7169a7ee-246f-44ea-9886-588c0c250eb1,Flavouring - Raspberry,$77.66
cbd12f8a-9280-4576-98cb-8f43fade39ef,Flour - Masa De Harina Mexican,$27.93
fcf0f9b1-902d-4d08-be28-8a2256f05ebb,Ice Cream - Fudge Bars,$94.69
8c55a30e-4b89-4b05-a828-af4b7bab159d,Glucose,$90.51
134245ef-e315-47c8-aaab-0d1976e5b75b,Sping Loaded Cup Dispenser,$14.77
193d4283-8150-4e95-97fe-a48a9f028807,Apple - Granny Smith,$53.33
6574e686-be14-4eec-97bf-ce66e5e64e8f,Sauce - Caesar Dressing,$67.46
e2523bfb-fcbd-4d44-8695-37317752ecfc,"Sole - Dover, Whole, Fresh",$77.01
9702e076-af31-4139-beae-67dfa01c177a,Gatorade - Xfactor Berry,$66.08
6844fa90-2259-461d-a078-97aea4d79e23,Cheese - Cheddar With Claret,$36.83
956a7f39-b187-4acf-80b3-9ccb71da76cb,Mussels - Cultivated,$66.68
c74f2671-9519-4cde-8e29-7a0fafd05f50,Crackers - Soda / Saltins,$31.30
7916ba68-59e2-4871-9075-b4ebb7b8cc1b,Cup - 4oz Translucent,$57.99
d64bc833-c85c-46fa-a4a0-7804166bedc7,Wine - Balbach Riverside,$77.39
ee68a202-6225-4e5f-8e92-9111355c381b,Wine - Casillero Deldiablo,$62.51
bdd0a1ff-ee15-4e0c-866d-8d2c8cbee77a,Tomatoes - Roma,$22.53
776ed661-7174-40c7-8370-9629ee553a7e,Compound - Orange,$54.10
9dee7691-b9fa-4c83-83cd-c8a0a7327fe8,Bread - Kimel Stick Poly,$74.63
8a30eaad-4b9a-4f85-b65e-3062b7acb388,Daikon Radish,$83.46
a5dcdf12-9568-4fd7-af20-84e6ad84113f,Corn - On The Cob,$85.90
c3e57f75-6398-4301-b362-caa9f08db06d,"Sole - Dover, Whole, Fresh",$11.67
d5026638-7ef7-4149-a3e3-d2b3ec860c7c,Roe - Flying Fish,$55.13
98ad54b9-fd0e-4810-bdc2-0f5b07430d1c,Sprouts - Brussel,$23.81
f1505f7c-0923-402d-a6f5-5a6b6d01bdfc,Cookies - Amaretto,$96.02
a582805c-af1d-4714-b870-0bd3445614dc,Relish,$30.05
9928d30a-c07a-482f-af0a-aada13d562f5,Pernod,$93.79
419055b1-e28e-41a6-a441-1c6df9aa3654,Sauce - Rosee,$76.31
3864ca30-6b3e-4806-b3d2-2900692aa477,Milk - 1%,$44.79
5144db23-bafb-4f5a-ac8d-303498ec15b3,"Salmon - Atlantic, Skin On",$37.59
e81c0aa9-fb1c-4280-9ecf-a777a95a8a3b,Garam Masala Powder,$13.37
5b4c0e38-3ed4-40d1-8117-9b2a0ee03043,Dr. Pepper - 355ml,$89.39
1d1008dd-c756-4e07-b4c0-1cb48de74fdf,"Nut - Cashews, Whole, Raw",$55.09
9418c2c0-6211-4737-98c1-c9358c99d184,Ketchup - Tomato,$32.89
0eda98ba-659c-452c-8ea3-1c396513fe91,Onions - Vidalia,$62.79
7326a805-fa01-4ae4-9bcd-f78b91d5e424,Wine - Zinfandel Rosenblum,$37.20
1f5fc683-d0ce-407b-8ee8-bfea6360fb5e,Wine - Zinfandel Rosenblum,$63.35
2fcab204-05a8-4169-b5f0-42e1373bb76c,Compound - Raspberry,$20.63
b60725d5-492c-4e68-8be8-5fde0b3f957e,Beef - Shank,$88.33
172f54d3-6419-431e-bdcf-be115d4c1387,Appetizer - Crab And Brie,$28.15
bd72f620-9de9-42d4-ae26-7cbb2caa3bc7,Napkin White - Starched,$20.86
5e78983d-531b-42c7-b277-d6cd040cec55,Pastry - Cherry Danish - Mini,$76.47
5544a6f6-c995-46c0-b2d7-de041cc0ef75,"Cheese - Havarti, Roasted Garlic",$94.94
057d46fe-511b-443b-be05-6d67ba5f7114,Loquat,$37.84
1a2b3e2c-9f7e-4304-8aaa-0532c76171a8,Salt - Kosher,$48.38
797c94db-d0c1-43f0-abdc-25057b633215,Bread - Pain Au Liat X12,$75.61
829c32cc-02a5-46f6-9b7c-eb3c3ea3e98a,Crackers - Melba Toast,$17.31
2dbd92f0-2f54-492b-a4ff-f7d3c5d61c0f,Eel Fresh,$29.08
913bef03-df8c-4508-8be4-1a283758398d,Apples - Sliced / Wedge,$95.25
d29c1fba-f657-4ab5-b342-5e45219a1811,Teriyaki Sauce,$78.45
a358cfcb-df25-48f2-ab16-bb37721fc387,Beer - Labatt Blue,$49.33
278561b4-9d9d-48cb-b37a-9e3f7b90a9be,Energy Drink Bawls,$41.37
e654fb87-6a3f-4060-accb-9245abeb605b,Flower - Daisies,$64.46
de6f3869-6a1f-43d1-8d2f-53eaf95c1a9a,Thyme - Fresh,$34.94
01e37ebc-b54a-41e7-a206-531d50a58588,Sprouts - Brussel,$51.44
bec3873c-371e-4cb1-a467-58538c221d90,Pectin,$51.59
86b93054-3867-449b-9079-7eb94a7b5cd9,"Tart Shells - Savory, 3",$46.66
1a467585-9651-4540-ac4d-f3e1881f638f,Ecolab - Balanced Fusion,$19.96
78789033-1175-41cf-9fdb-6e55d7070b63,Tart - Lemon,$31.48
cf413bcf-5aa6-49d8-97f5-34cda7eaa3ca,Juice - Lemon,$23.82
2b99398a-42d8-4304-bbd3-522f7cfaff9d,Magnotta Bel Paese Red,$80.12
6361dc8d-4a1e-4574-b23d-8cabc592e689,Island Oasis - Strawberry,$10.35
4fa36ffd-517f-45f9-a2bb-9d5dba34dca3,Wine - German Riesling,$21.19
1e263ab9-9aea-40f0-b136-7976c07a017f,Tea - Black Currant,$19.35
fe67d8f6-57ba-4eef-bbc8-0f4f4909e7ff,Onions - Spanish,$75.77
967a8b58-551c-451e-b870-03f107e7eae7,Shrimp - Black Tiger 8 - 12,$85.65
e06c9212-22bc-4cd3-9cae-f726beb3ea06,Rootbeer,$11.27
5860007e-2e23-407c-8a62-28d42e144932,Bacardi Mojito,$63.91
ebc9d06f-d778-4d79-bfa5-5957ad24575a,Bread - Italian Roll With Herbs,$81.50
d94c9d11-3be0-4b9d-8b3e-cee13b91d807,Beets,$34.21
bffd022d-3198-440c-88da-6faa49caa9b7,Burger Veggie,$71.68
cc336e18-637a-4297-96cb-327fa4b6d7b8,Capicola - Hot,$96.52
c73b1384-0ae6-4c86-b4a1-173a717b3c96,Chicken - White Meat With Tender,$20.54
52bfddf3-3d11-449d-8e4e-23e1af074320,Pasta - Fusili Tri - Coloured,$94.04
bd3d07ba-fec3-43e0-ad54-fb64017a0383,"Iced Tea - Lemon, 460 Ml",$12.97
aa654f5c-7188-4e56-8d5f-b74025dbdd13,"Apple - Delicious, Red",$47.67
0a423331-55ca-44d1-9dc3-49e284452c67,Veal - Osso Bucco,$23.08
7b608ea0-dfca-44ff-81c5-0482283a8474,Wine - Pinot Noir Stoneleigh,$70.67
560e1d2a-7715-4dac-9872-31acf0ac9847,Sugar Thermometer,$11.05
33e592d5-283b-4f3d-a7f6-3dbb0dbfccd2,"Juice - Apple, 1.36l",$36.80
0398221d-cfa7-4099-b693-b6b2d63a0419,Blueberries,$50.73
56531258-aecc-48f3-8729-9588fcbbd1ac,Oil - Coconut,$92.14
eca664d1-7935-47f5-87f1-8346c71c0313,Quail - Jumbo Boneless,$86.95
e15cdcfc-4286-41b9-9a0a-999f6a085119,Cookies Oatmeal Raisin,$59.08
6f4faffb-3f60-45f7-8bd5-28e9a6172e19,Chocolate - Dark,$58.83
d8351015-f3b5-4b1c-81e8-8b0fce0020bd,Wine - Remy Pannier Rose,$13.10
622a2cd6-8e7e-404d-a6ad-ba8089af8bbb,Beer - Corona,$94.12
7f7064da-fb47-4650-9da7-72d78bce96ad,Praline Paste,$24.27
96d69247-f57e-4b7d-b3fd-bc6c6c781be4,Flour - Rye,$90.15
23a43776-c1ea-429e-bf5f-cd2d19d64863,Cheese Cloth No 60,$17.20
c68951e2-aff1-48dc-9539-801702270b81,Pepsi - 600ml,$42.12
185978fa-9f41-4573-9c9c-f3d1d0f2fbff,Cheese - Cheddarsliced,$44.17
1dca1b92-a3ba-4c95-acee-fdd6d40ea743,Wine - Chianti Classica Docg,$84.11
e4c9234b-ae69-499d-907c-fec0a9987705,Plate Foam Laminated 9in Blk,$91.97
09cbd81f-9f66-4fe3-996c-3558f46bf94f,Tequila - Sauza Silver,$76.65
e6eefec2-ac6e-434b-af11-a382725b1eed,Cleaner - Lime Away,$33.98
6a6d8135-682a-497e-9f80-5bede708724f,Cheese - Bocconcini,$19.66
5f54de21-6ed1-48c7-9767-c3677083b610,Lettuce - Iceberg,$30.37
dc2c066a-b803-42e1-8c1e-d0622945eb65,Savory,$81.32
c510d0c3-b44b-4afa-be40-59f4e359fbc5,Pastry - Banana Muffin - Mini,$40.04
ce584709-2680-4f3f-b93e-0766dd44a5ea,Gelatine Leaves - Envelopes,$67.25
90c6f601-95a4-45e7-bf30-28f57c1cc354,Mushroom Morel Fresh,$83.92
26523830-f874-42b3-8987-d80051d8f4a1,Ocean Spray - Ruby Red,$15.23
81475c84-7076-42d8-b935-88b67c55cd62,Chocolate - Feathers,$63.07
3bc012ab-8549-421f-93f1-ba4317d97e99,Appetizer - Asian Shrimp Roll,$11.65
238ca68c-4383-4064-82a1-4de02bfc5c2a,Nantucket Orange Juice,$65.28
b3cb86bb-9417-460e-b2ab-0175a1dfb56e,Coffee Guatemala Dark,$98.69
9c8965d2-5c80-4c83-b0e4-ff5b6aba22cd,"Rice Pilaf, Dry,package",$50.43
321f85a6-606d-46f0-9a6b-664af50454fd,Lid - 0090 Clear,$50.38
97d63dea-8d81-4c03-9c23-949c93dd7b09,Beer - Camerons Auburn,$34.82
92dd8888-eb85-4fe5-a265-4c3d23cc4da8,"Shrimp - 16/20, Peeled Deviened",$94.73
1d94dde4-b670-463d-a040-453a611a9de4,"Lid - Translucent, 3.5 And 6 Oz",$80.58
55fad590-5602-4c54-a83e-a4094d7516be,Higashimaru Usukuchi Soy,$59.97
e1439c56-df23-462c-b185-8cada4472cbe,"Napkin - Dinner, White",$67.52
d0c53d15-484a-4c98-9a95-cedb691f689d,Bread - Multigrain Oval,$48.27
bdcca9d7-6a47-4d81-ba6d-3f887d3e3a09,Sesame Seed,$71.06
23ac4153-3bc4-42e5-825c-6e7d85d7417a,Cheese - Parmesan Grated,$67.58
3f08179c-c45e-489e-9e41-a73f9cb87942,Peas - Frozen,$91.86
6666d1bf-af1c-47d0-9fbd-f6c32e6303bd,Pails With Lids,$21.88
2422ab76-b589-4d83-8785-f61437e02afc,Rappini - Andy Boy,$25.77
2880154b-fcdb-4f95-b7ef-8cc7d84ddb50,"Lemonade - Black Cherry, 591 Ml",$13.77
bd4e11f4-4622-49b2-bd2c-7afa7075b9a3,Tray - 16in Rnd Blk,$40.64
738c7231-62de-475d-b1ab-1a1a8a016edd,Spice - Peppercorn Melange,$70.42
88691ee6-1e69-40ba-9042-3b2de98bb86c,Juice - Lagoon Mango,$50.45
3e3a154b-00c7-49a5-b530-8cc5ebb9f272,Eel - Smoked,$39.92
db057a24-c5ca-4733-968b-d1823b2f44f5,"Pork - Loin, Bone - In",$45.83
d5dff448-94ce-4151-a488-b6e0d7264697,Bread - Rye,$65.50
ba5d9893-71c5-4abb-a2e1-d9937bf191ea,Onions - Spanish,$85.79
a286145f-e43f-420d-af49-930ea1e6f900,Pork - Ground,$60.32
5ef7b0a3-5750-4880-b2f2-694b7ae5ef71,Tuna - Sushi Grade,$65.32
777c2766-6367-462c-8293-86db3e71cb75,"Capon - Breast, Wing On",$66.32
b37190f3-cc6c-41a2-99b6-d6c435083c4e,Eggplant - Baby,$25.95
6e0ddfc9-44d2-4490-b7c1-49a809a724f1,Marjoram - Fresh,$77.30
0a6591cf-8122-42ee-a9c3-06d4680a7678,"Wine - White, Pinot Grigio",$20.73
b5135f96-6552-493f-8973-3f12114d8385,Wine - Chablis J Moreau Et Fils,$28.45
25a3a6da-ccc4-4d10-b47e-f3771a023387,Chips Potato Reg 43g,$85.92
